Title,Author,Info,Link,Author Link
Boyalı Alandan Kaçış,Buğra Balaban,"2016-17 NBA sezonunun ilk çeyreği geride kalırken ligin zirvesinde, boyalı alandaki skor üretimlerini sınırlamayı başaran takımlar var.",http://www.socratesdergi.com/2016/12/10/boyali-alandan-kacis/,http://www.socratesdergi.com/author/bugra-balaban/
Penaltı Canavarları,Kutay Ersöz,"Süper Lig, penaltı konusunda standart üstü yetenekleri olan kalecilere çok fazla sahip değil. Fakat Harun Tekin çıtayı yükseltiyor.",http://www.socratesdergi.com/2016/12/09/penalti-canavarlari/,http://www.socratesdergi.com/author/kutayersoz/
‘Sıradan’ Bir Gol,İlhan Özgen,"Lucien Laurent, Meksika ağlarını havalandırdığında kimse tanıklık ettiği golün anlamını bilmiyordu. Kendisi bile…",http://www.socratesdergi.com/2016/12/10/siradan-bir-gol/,http://www.socratesdergi.com/author/ilhanozgen/
Mecburiyet,Emre Özcan,"Antonio Conte yönetimindeki Chelsea, Premier Lig'in zirvesinde. Kötü geçen bir sezonun ardından gelen bu yükselişin nedenlerini inceledik.",http://www.socratesdergi.com/2016/12/08/mecburiyet/,http://www.socratesdergi.com/author/emreozcan/
Perde Arkası,Socrates,Chandler Parsons'ın Mark Cuban'la arkadaşlığı NBA'deki diğer oyuncu-takım sahibi ilişkilerinden farklıydı. Sona ermenin kıyısına gelen dostluğun öyküsü...,http://www.socratesdergi.com/2016/12/07/perde-arkasi/,http://www.socratesdergi.com/author/socratesdergi/
Korkusuz Zayıf Takım,Kutay Ersöz,"Legia, 20 yıl aradan sonra döndüğü Şampiyonlar Ligi'nde son maç haftasına sadece 1 puanla çıktı. Cesaretlerinin meyve vermesine az kalmıştı.",http://www.socratesdergi.com/2016/11/23/korkusuz-zayif-takim/,http://www.socratesdergi.com/author/kutayersoz/
Yeşil Yol,Emre Yazıcıol,"2016 başlarken, sezonun en büyük hikâyesini herhalde kimse tahmin edemezdi. O hikâye Juan Martin Del Potro'dan başkası değil...",http://www.socratesdergi.com/2016/12/03/yesil-yol/,http://www.socratesdergi.com/author/emreyaziciol/
29 Dakika,Socrates,"Klay Thompson, Indiana Pacers karşısında 60 sayılık bir performans ortaya koydu. Bunu yaparken, birkaç rekora da imza attı. ",http://www.socratesdergi.com/2016/12/06/29-dakika/,http://www.socratesdergi.com/author/socratesdergi/
Buz Hokeyi Hayalim Gerçek Oldu,SEAN SINGER,Stanley Kupası'nı da barındıran buz hokeyi hayalleri nasıl Zeytinburnu Belediyesi sayesinde gerçek oldu? Sean Singer anlatıyor. ,http://www.socratesdergi.com/2016/12/02/buz-hokeyi-hayalim-gercek-oldu/,http://www.socratesdergi.com/author/seansinger/
Atalanta Rüyası,Emre Özcan,"Atalanta, Serie A'da Juventus'un tahtına kurulamasa da bu sezon yaptıklarıyla en az onlar kadar dikkat çekiyor. İki takımın kapışması öncesi Bergamo temsilcisini inceledik.",http://www.socratesdergi.com/2016/12/02/atalanta-ruyasi/,http://www.socratesdergi.com/author/emreozcan/
Referans Noktası,İlhan Özgen,"Gianluigi Buffon, kaleciliğe dair incelikleri ilk olarak ondan öğrendi. Ermes Fulgoni ile İtalyan futboluna sunduğu Gianluigi Buffon’u konuştuk.",http://www.socratesdergi.com/2016/12/02/referans-noktasi-2/,http://www.socratesdergi.com/author/ilhanozgen/
Yaş Günü Hediyesi,Özgür Akman,"Dünya satranç şampiyonu Magnus Carlsen, Sergey Karjakin’i 26. yaş gününde oynanan eşitlik bozma oyunları sonunda yenerek unvanını korudu.",http://www.socratesdergi.com/2016/12/02/yas-gunu-hediyesi/,http://www.socratesdergi.com/author/ozgurakmann/
Rosebud,Caner Eler,Socrates'in 21. sayısında ana konu: Kış.,http://www.socratesdergi.com/2016/12/01/rosebud/,http://www.socratesdergi.com/author/canereler/
Babam İçin,Caner Eler,"Kerem Tunçeri basketbol yaşamını noktaladı. Yıldız oyuncu, birçok son saniye anını da içeren kariyerini Socrates'e anlatmıştı. ",http://www.socratesdergi.com/2016/11/29/babam-icin/,http://www.socratesdergi.com/author/canereler/
Bir Gerilim Filmi,İNAN ÖZDEMİR,"Steven Gerrard, 17 yıllık Liverpool kariyerinden geriye sadece iyi hatıralar bırakmadı. Mağlubiyetler de onun öyküsünde zaferler kadar değerliydi.",http://www.socratesdergi.com/2016/11/28/bir-gerilim-filmi/,http://www.socratesdergi.com/author/inanozdemir/
Aktif Dinlenme,Özgür Akman,Carlsen - Karjakin unvan maçının 12. ve son oyunu mücadelesiz berabere bitti. Dünya satranç şampiyonunu eşitlik bozma oyunları belirleyecek.,http://www.socratesdergi.com/2016/11/30/aktif-dinlenme/,http://www.socratesdergi.com/author/ozgurakmann/
An Meselesi,Eduardo Galeano,"Eduardo Galeano'nun kaleminde dünya değişiyordu, Dünya Kupaları gelip geçiyordu ve tek bir şey aynı kalıyordu: Fidel Castro. ",http://www.socratesdergi.com/2016/11/27/an-meselesi/,http://www.socratesdergi.com/author/eduardo/
Geçiş Dönemi,Mali Selışık,Formula 1'de sezon sona ererken Felipe Massa ve Jenson Button'a da veda ediyoruz. Yerlerini kimin alacağını görmemiz ise uzun sürmeyecek.,http://www.socratesdergi.com/2016/11/27/gecis-donemi/,http://www.socratesdergi.com/author/maliselisik/
Cüret,PHILIPPE AUCLAIR,"Eric Cantona bazen bizden biri gibi, bazen de bir kralı andırıyor. Philippe Auclair, onu benzersiz kılan bu çelişkileri Socrates için yazdı.",http://www.socratesdergi.com/2016/11/26/curet/,http://www.socratesdergi.com/author/philippeauclair/
İyi İnsanlar,Daniels Süha Özkaya,"Somali Bandy Takımı, fazla gündemde olmayan bir başarı öyküsüne sahip. Biz de takımın yetkilileri ve oyuncularıyla bu projenin nasıl hayata geldiğini konuştuk.",http://www.socratesdergi.com/2016/11/29/iyi-insanlar/,http://www.socratesdergi.com/author/danielssuhaozkaya/
League Pass Kültürü,Socrates,Tüm NBA maçlarını istediği yerde istediği zaman izlemek isteyen basketbolseverlerin ilacı NBA League Pass...,http://www.socratesdergi.com/2016/11/28/league-pass-kulturu/,http://www.socratesdergi.com/author/socratesdergi/
Yarım Devrim,Socrates,"Jürgen Klinsmann, ABD Milli Takımı'ndaki görevine veda etti. Yanlışları neydi? Sırada ne var? Fatih Demireli değerlendirdi. ",http://www.socratesdergi.com/2016/11/25/yarim-devrim/,http://www.socratesdergi.com/author/socratesdergi/
Magnus’un Dönüşü,Özgür Akman,"2016 Dünya Satranç Şampiyonası'nda neler oluyor? Magnus Carlsen, Sergey Karjakin karşısında nasıl geri döndü?",http://www.socratesdergi.com/2016/11/25/magnusun-donusu/,http://www.socratesdergi.com/author/ozgurakmann/
Serseri Olmak Ya Da Olmamak,Mehmet Açar,"Boksör mü, serseri mi? Kazanan mı, kaybeden mi? Bu soruların cevabını arayan Rocky, 40 yıl önce bugün vizyona girdi. Ünlü sinema yazarı Mehmet Açar'ın kaleminden.",http://www.socratesdergi.com/2016/11/21/serseri-olmak-ya-da-olmamak/,http://www.socratesdergi.com/author/mehmetacar/
SIMONE’UN OYUNU,İNAN ÖZDEMİR,"Simone Biles, Rio 2016'daki performansıyla olimpiyat tarihinin büyük kahramanlarından birine dönüştü. ",http://www.socratesdergi.com/2016/08/12/simoneun-oyunu/,http://www.socratesdergi.com/author/inanozdemir/
Podcast: 21 Altın,Socrates,"Socrates ekibi, olimpiyat oyunları sohbetine devam ediyor. Özel podcast'in üçüncü bölümü yayında. ",http://www.socratesdergi.com/2016/08/10/podcast-21-altin/,http://www.socratesdergi.com/author/socratesdergi/
Medcezir,Caner Eler,"Michael Phelps'i ne kadar tanıyoruz? Antrenör Erkan Mutlu, son iki yıldır ABD'de birlikte mesai yaptığı efsane yüzücüyü anlattı.",http://www.socratesdergi.com/2016/08/10/medcezir/,http://www.socratesdergi.com/author/canereler/
Tatlı Sert,Socrates,Katinka Hosszu çok istediği olimpiyat altınına ulaştı. Eşi ve antrenörü Shane Tusup'la kurdukları ilginç ilişkinin bu başarıda payı büyük.,http://www.socratesdergi.com/2016/08/09/tatli-sert/,http://www.socratesdergi.com/author/socratesdergi/
Tutya Yılmaz: “Hedef 2020…”,Socrates,"Tutya Yılmaz, 2016 Rio’da artistik jimnastikte büyüleyici bir performans ortaya koydu. Genç yetenekle bugünü ve bundan sonrasını konuştuk.",http://www.socratesdergi.com/2016/08/09/tutya-yilmaz-hedef-2020/,http://www.socratesdergi.com/author/socratesdergi/
Podcast: Soğuk Savaş,Socrates,"Socrates Ekibi, olimpiyat oyunlarını konuşuyor. Özel podcast'in ikinci bölümü yayında.",http://www.socratesdergi.com/2016/08/09/podcast-soguk-savas/,http://www.socratesdergi.com/author/socratesdergi/
Phelps’in Dönüşü,Socrates,"Michael Phelps nasıl döndü? Hem kariyerinde, hem de bu geceki tarihi performansında...",http://www.socratesdergi.com/2016/08/08/phelpsin-donusu/,http://www.socratesdergi.com/author/socratesdergi/
İkinci Olan Kazanır,Emre Gürkaynak,Artistik jimnastiğin yeni süper yıldızı karşınızda: Simone Biles. ,http://www.socratesdergi.com/2016/08/07/ikinci-olan-kazanir/,http://www.socratesdergi.com/author/emregurkaynak/
Tutya Yılmaz: Proje ’16,Aras YETİŞ,"Tutya Yılmaz uzun yıllardır olimpiyat hedefiyle yaşıyordu. Genç artistik jimnastikçi, Rio yolunda başından geçenleri Socrates’e anlattı...",http://www.socratesdergi.com/2016/08/07/proje-16/,http://www.socratesdergi.com/author/arasyetis/
Lokomotif,Caner Eler,Socrates'in 17. sayısında ana konu: Olimpiyat. ,http://www.socratesdergi.com/2016/08/05/lokomotif/,http://www.socratesdergi.com/author/canereler/
Keşke Antrenörümüz Olsaydı,Bülent Eken,"Antrenörsüz kazanmak ne kadar mümkün? 1948 Londra Olimpiyat Oyunları'na giden takım, bunun cevabını aramıştı...",http://www.socratesdergi.com/2016/08/05/keske-antrenorumuz-olsaydi/,http://www.socratesdergi.com/author/bulenteken/
Tolerans,İNAN ÖZDEMİR,2016 Rio açılış töreninde Türkiye kafilesinde bayrağı Rıza Kayaalp taşıyacak. Bu seçim ne anlama geliyor?,http://www.socratesdergi.com/2016/08/05/tolerans/,http://www.socratesdergi.com/author/inanozdemir/
Olimpik Rüya veya Kâbus,Gülşah Günenç,"Olimpiyat oyunlarına katılmak her sporcunun rüyasıdır. Ancak bu rüya, bazen kâbusa dönüşebilir. Eski milli yüzücü Gülşah Günenç yazdı. ",http://www.socratesdergi.com/2016/08/03/olimpik-ruya-veya-kabus/,http://www.socratesdergi.com/author/gulsahgunenc/
“Artık Sessiz Kalamayacağım”,Socrates,"Michael Jordan, son dönemde ABD'de artan şiddet olaylarına karşı sesini yükseltmeye karar verdi.",http://www.socratesdergi.com/2016/07/25/artik-sessiz-kalamayacagim/,http://www.socratesdergi.com/author/socratesdergi/
Froome’un Yarışı,Emre Gürkaynak,"Chris Froome, üçüncü Fransa Bisiklet Turu’nu nasıl kazandı?",http://www.socratesdergi.com/2016/07/25/froomeun-yarisi/,http://www.socratesdergi.com/author/emregurkaynak/
Özgür irade,Socrates,LeBron James'in ispatlaması gereken bir şey kaldı mı? Oscar Robertson yazdı.,http://www.socratesdergi.com/2016/07/19/ozgur-irade/,http://www.socratesdergi.com/author/socratesdergi/
3-3: Bitti mi?,Aras YETİŞ,"Roger Federer, Wimbledon'da eline geçen büyük şansı kullanamadı. Artık akıllarda tek bir soru var...",http://www.socratesdergi.com/2016/07/13/3-3-bitti-mi/,http://www.socratesdergi.com/author/arasyetis/
3-3: İkilem,Ali Çolak,"Türkiye'nin atletizmde yurt dışından sporcu getirme politikası devam ediyor. Bu durumun etkilerini Mert Aydın, Murat Ağca, Caner Eler ve Şevket Furkan Erbay'la konuştuk.",http://www.socratesdergi.com/2016/07/11/3-3-ikilem/,http://www.socratesdergi.com/author/alicolak/
J.R. SMITH’İN DİĞER YÜZÜ,Socrates,"J.R. Smith, NBA'in en çok tartışılan figürlerinden biri. Fakat o böyle tanınmaktan mutlu değil.",http://www.socratesdergi.com/2016/11/25/j-r-smithin-diger-yuzu/,http://www.socratesdergi.com/author/socratesdergi/
Kalabalıklar İçinde Yalnız,Socrates,"Medipol Başakşehir ligin zirvesinde ancak başarıya rağmen boş koltuklara oynuyor. Nihal Çelik, liderin tribünlerini yerinde inceledi. ",http://www.socratesdergi.com/2016/11/25/kalabaliklar-icinde-yalniz/,http://www.socratesdergi.com/author/socratesdergi/
Yüzleşme,Mali Selışık,Lewis Hamilton ve Nico Rosberg bu hafta sonu Formula 1 şampiyonluğu için piste çıkıyor. İki takım arkadaşının yarış öncesi yüzleşmesini Mali Selışık hayal etti.,http://www.socratesdergi.com/2016/11/24/yuzlesme-2/,http://www.socratesdergi.com/author/maliselisik/
Soğuk Savaş,Socrates,"Hafif ağır sıklet unvan maçında Sergey Kovalev ve Andre Ward karşı karşıya geliyor. Cihat Gemici, bu önemli maçı yazdı.",http://www.socratesdergi.com/2016/11/19/soguk-savas/,http://www.socratesdergi.com/author/socratesdergi/
İtalyan Rüyası,Socrates,İngiltere A Milli Takımı'na girmek için mücadele eden genç bir futbolcu neden bir anda Serie A'ya gider? İşte Paige Williams'ın ilginç hikayesi.,http://www.socratesdergi.com/2016/11/16/italyan-ruyasi/,http://www.socratesdergi.com/author/socratesdergi/
Tercihler ve Pişmanlıklar,Socrates,"Joey Crawford, neredeyse 40 yıl boyunca NBA'de hakemlik yaptı. Bu süreçte pişman olduğu bazı anlar da yaşadı.",http://www.socratesdergi.com/2016/11/15/tercihler-ve-pismanliklar/,http://www.socratesdergi.com/author/socratesdergi/
Düşen Yapraklar,Ali Çolak,"Bisiklet, dünyanın en acımasız sporlarından biri. Bu sonbahar farklı nedenlerle emekli olan bazı isimler de bunun kanıtı.",http://www.socratesdergi.com/2016/11/14/dusen-yapraklar/,http://www.socratesdergi.com/author/alicolak/
Ebedi Kaptan,Socrates,Francesco Totti'yi efsaneleştiği stadyumda izlemek nasıl bir duygu? Roma Olimpiyat Stadyumu'nda bunu tecrübe eden İnan Güzelgün yazdı.,http://www.socratesdergi.com/2016/11/14/ebedi-kaptan/,http://www.socratesdergi.com/author/socratesdergi/
“O En İyisi”,Socrates,John Higgins ve Ronnie O'Sullivan rekabeti snooker tarihinine çoktan geçti. 56. randevu öncesinde Higgins'ten dinliyoruz...,http://www.socratesdergi.com/2016/11/12/o-en-iyisi/,http://www.socratesdergi.com/author/socratesdergi/
Kontrol,İNAN ÖZDEMİR,Ray Allen'ın vedası belki de biraz geç kalmıştı. Ama bıraktığı hatıralar hâlâ canlı.,http://www.socratesdergi.com/2016/11/11/kontrol/,http://www.socratesdergi.com/author/inanozdemir/
Kazım’ın Trabzonspor’u,Socrates,"Trabzonspor, Kazım Koyuncu'yu yeni bir belgeselle hatırlıyor.",http://www.socratesdergi.com/2016/11/09/kazimin-trabzonsporu/,http://www.socratesdergi.com/author/socratesdergi/
"“Trump, Berlusconi’yi Kopyaladı”",Socrates,"Biz bu filmi daha önce görmüştük! Akademisyen ve yazar John Foot'a göre, Donald Trump ile Silvio Berlusconi arasında önemli benzerlikler var. ",http://www.socratesdergi.com/2016/11/09/trump-berlusconiyi-kopyaladi/,http://www.socratesdergi.com/author/socratesdergi/
"HIV’den Önce, HIV’den Sonra",Socrates,"25 yıl önce kimilerine göre spor tarihinin en önemli basın toplantısı gerçekleşti. Magic Johnson, HIV'ye yakalandığını açıkladı.",http://www.socratesdergi.com/2016/11/07/hivden-once-hivden-sonra/,http://www.socratesdergi.com/author/socratesdergi/
Düdüğümle Başlayın,Emre Gürkaynak,Basketbolun icadını herkes az çok bilir. Ancak artık daha derine inme ve olanları James Naismith'ten dinleme şansımız da var.,http://www.socratesdergi.com/2016/11/06/dudugumle-baslayin/,http://www.socratesdergi.com/author/emregurkaynak/
Takımının Peşinde 40 Yıl,Socrates,"Manchester United geçen hafta İstanbul'daydı. Bülent Bahadır, 40 yıldır takımının her maçını yerinden takip eden United taraftarı Peter Bolton’la buluştu.",http://www.socratesdergi.com/2016/11/06/takiminin-pesinde-40-yil/,http://www.socratesdergi.com/author/socratesdergi/
Keçiye İnat,Sencer Yücel,Chicago Cubs en sonunda 71 yıllık lanetin üstesinden geldi. Şimdi sıra kazanamama geleneğini tersine çevirmekte. ,http://www.socratesdergi.com/2016/11/02/keciye-inat/,http://www.socratesdergi.com/author/senceryucel/
Gökkuşağı,Caner Eler,Socrates'in 20. sayısında ana konu: Güç.,http://www.socratesdergi.com/2016/11/01/gokkusagi/,http://www.socratesdergi.com/author/canereler/
Ağır Sıklete Ağıt,Giray Kemer,"Boks üzerine öyküler kaleme alan Giray Kemer, büyük şampiyon Sinan Şamil Sam'ın ardından yazdı...",http://www.socratesdergi.com/2016/10/30/agir-siklete-agit/,http://www.socratesdergi.com/author/giraykemer/
Walden,Cem Pekdoğru,"Oklahoma City basketbolunun kısa tarihi, aynı zamanda gerçeğe bürünmemiş vaatlerin kısa bir tarihi. Ve bu konuda yalnız değiller.",http://www.socratesdergi.com/2016/10/28/walden/,http://www.socratesdergi.com/author/pekdogru/
Geleceğin İlk Perdesi,Buğra Balaban,"Yolları ilk olarak Vegas'ta kesişen Anthony Davis ve Karl-Anthony Towns ikilisi, NBA'in geleceğini inşa etmeye hazırlanıyor.",http://www.socratesdergi.com/2016/10/27/gelecegin-ilk-perdesi/,http://www.socratesdergi.com/author/bugra-balaban/
Hazine Avcısı,İlhan Özgen,"Uluslararası basketbolcular, son 15 yılda NBA’in olmazsa olmazı durumunda. Marty Blake, bu etkinin farkına neredeyse 50 yıl önce varmıştı.",http://www.socratesdergi.com/2016/10/27/hazine-avcisi/,http://www.socratesdergi.com/author/ilhanozgen/
Yeni Kulvar,Kutay Ersöz,Dünyayı etkisi altına alan Pep Guardiola - Jose Mourinho rekabetinin yeni bölümü bu hafta içi yeni bir organizasyonda çekilecek.,http://www.socratesdergi.com/2016/10/26/yeni-kulvar/,http://www.socratesdergi.com/author/kutayersoz/
Yeni Beklentiler,Ali Çolak,"Boston Celtics, Brad Stevens dönemindeki dördüncü sezonuna başlıyor. Takımdan beklentiler de bu dönemde hiç olmadığı kadar yüksek. ",http://www.socratesdergi.com/2016/10/25/yeni-beklentiler/,http://www.socratesdergi.com/author/alicolak/
LeBron’un Hayaleti,İNAN ÖZDEMİR,"Yeni NBA sezonu başlarken LeBron James'in kovaladığı iki şey var. İlki, dördüncü şampiyonluk yüzüğü. İkincisi ise hep aklında olan bir hayalet.",http://www.socratesdergi.com/2016/10/25/lebronun-hayaleti/,http://www.socratesdergi.com/author/inanozdemir/
Kurşun Pas ve Dünya Şampiyonları,Emre Yazıcıol,"Eczacıbaşı, FIVB Dünya Kulüpler Şampiyonası'nda üst üste ikinci kez şampiyon. Bu başarı, aslında göründüğünden çok daha büyük bir anlam taşıyor. ",http://www.socratesdergi.com/2016/10/24/kursun-pas-ve-dunya-sampiyonlari/,http://www.socratesdergi.com/author/emreyaziciol/
Eşitlik Ruhu,Ali Emre Mazlumoğlu,İsrail futbolunda Arap olmanın bedeli büyüktü. Rifaat Turk ise sadece bununla yetinmeyip İsrail Milli Takımı’na seçilen ilk Arap oldu.,http://www.socratesdergi.com/2016/10/21/esitlik-ruhu/,http://www.socratesdergi.com/author/aliemre/
Devrim,Buğra Balaban,"Dick Fosbury, 58 yıl önce erkekler yüksek atlamada olimpiyat şampiyonu oldu. Onu unutulmaz yapan ise bunu başarma yöntemiydi.",http://www.socratesdergi.com/2016/10/20/devrim/,http://www.socratesdergi.com/author/bugra-balaban/
SİLİNMEYEN İZLER,Kutay Ersöz,"Elvir Bolic, Manchester United'a attığı golle hatırlanıyor. Ama onun bıraktığı iz, çok daha fazlası. Kendisi ile Old Trafford'daki geceyi ve diğer birçok şeyi konuştuk.",http://www.socratesdergi.com/roportaj/elvir-bolic/,http://www.socratesdergi.com/author/kutayersoz/
Deplasman haftası,Kutay Ersöz,Süper Lig'de bu hafta oynanan dokuz maçta da ev sahibi takımlarının yüzü gülmedi. Tıpkı 2011-12 sezonunun üçüncü haftasında olduğu gibi...,http://www.socratesdergi.com/2016/10/19/deplasman-haftasi/,http://www.socratesdergi.com/author/kutayersoz/
Taş Eller,Buğra Balaban,Boksun 'Dört Kral' dönemine damga vuran isimlerden Roberto Duran'ın hikayesi artık beyaz perdede...,http://www.socratesdergi.com/2016/10/19/tas-eller/,http://www.socratesdergi.com/author/bugra-balaban/
"Socrates, Almanya’da!",Socrates,"Socrates Dergi, artık Almanca konuşulan ülkeler için hazırlanan özgün içeriğiyle, Avrupa’da bulunabilecek. ",http://www.socratesdergi.com/2016/10/18/socrates-almanyada/,http://www.socratesdergi.com/author/socratesdergi/
“HAK TEMELLİ YAKLAŞIM ZAFERİMİZ OLACAK”,Socrates,"Celal Karadoğan, spor ve özgüvenin insan hayatını nasıl değiştirebileceğinin bir kanıtı.",http://www.socratesdergi.com/2016/10/18/hak-temelli-yaklasim-zaferimiz-olacak/,http://www.socratesdergi.com/author/socratesdergi/
Nefretten Daha Karmaşık,Socrates,Gary Neville'ın Liverpool karşısında yaptığı unutulmaz gol sevincini hatırlıyor musunuz? Bu büyük rekabette çok daha fazlası var...,http://www.socratesdergi.com/2016/10/17/nefretten-daha-karmasik/,http://www.socratesdergi.com/author/socratesdergi/
"Yeniden, Aynı Yerde",Kutay Ersöz,"Gökhan İnler, uzun seneler boyunca ter döktüğü San Paolo Stadı'na bu sefer rakip olarak çıkıyor.",http://www.socratesdergi.com/2016/10/17/yeniden-ayni-yerde/,http://www.socratesdergi.com/author/kutayersoz/
Sahadaki Zafer,Socrates,"Basketbol hakemi Ayşenur Yazıcıoğlu, spor ve özgüvenin insan hayatını nasıl değiştirebileceğinin kanıtı.",http://www.socratesdergi.com/2016/10/17/sahadaki-zafer/,http://www.socratesdergi.com/author/socratesdergi/
Avrupa da Neymiş!,İlhan Özgen,"Fenerbahçe, lig tarihi boyunca Avrupa Kupalarında başarılı olmuş antrenörleri İstanbul’a getirmeyi başardı. Peki başarı için bu yeterli oldu mu?",http://www.socratesdergi.com/2016/10/17/avrupa-da-neymis/,http://www.socratesdergi.com/author/ilhanozgen/
Bob Dylan ve Sıcak Eller,Onur Erdem,"Bob Dylan, Nobel Edebiyat Ödülü'nün yeni sahibi oldu. Usta müzisyenin bazı sözlerinin arkasındaysa spor vardı... ",http://www.socratesdergi.com/2016/10/13/bob-dylan-ve-sicak-eller/,http://www.socratesdergi.com/author/onurerdem/
İspanya’nın En İyisi,Kutay Ersöz,"Diego Alves, Avrupa'nın en gözde kalecilerinden biri değil. Fakat bütün meslektaşları onun gibi olmak istiyor.",http://www.socratesdergi.com/2016/10/13/ispanyanin-en-iyisi/,http://www.socratesdergi.com/author/kutayersoz/
Prekazi’nin son günü,Kutay Ersöz,"Hagi gollerle, Alex muhteşem bir uğurlamayla veda etmişti. Onlardan önce Prekazi vardı ve o sahneyi sessizce terk etti.",http://www.socratesdergi.com/2016/10/11/prekazinin-son-gunu/,http://www.socratesdergi.com/author/kutayersoz/
Ne Fark Eder?,Onur Erdem,"Ron Howard'ın The Beatles belgeseli bugünlerde Filmekimi'nde gösterimde. Peki, efsane grubun sporla ilgisi neydi?",http://www.socratesdergi.com/2016/10/11/ne-fark-eder/,http://www.socratesdergi.com/author/onurerdem/
İki Taraftan Biri,Kutay Ersöz,Türkiye 'Fatih Terim mi Arda Turan mı' sorusunu tartışıyor. Ama belki de bu soruyu sormaya henüz gerek yoktur.,http://www.socratesdergi.com/2016/10/06/iki-taraftan-biri/,http://www.socratesdergi.com/author/kutayersoz/
Amadeus,Caner Eler,Socrates'in 19. sayısında ana konu: Tutku.,http://www.socratesdergi.com/2016/10/06/amadeus/,http://www.socratesdergi.com/author/canereler/
"Benim Zaferim, Herkesin Zaferi",Ali Çolak,"Paralimpik yüzücü Beytullah Eroğlu, spor ve özgüvenin insan hayatını nasıl değiştirebileceğinin bir kanıtı.",http://www.socratesdergi.com/2016/10/05/benim-zaferim-herkesin-zaferi/,http://www.socratesdergi.com/author/alicolak/
Sıfırdan Başlamak,Fatih Demireli,"Bob Bradley, Swansea City'nin yeni menajeri oldu. Ülkesinde mesleğini baştan yaratan Bradley'nin önünde şimdi başka bir sınav var.",http://www.socratesdergi.com/2016/10/04/sifirdan-baslamak/,http://www.socratesdergi.com/author/fatihdemireli/
