Title,Author,Info,Link,Author Link
Hocaların Hocaları,Socrates,"Arsene Wenger, Sir Alex Ferguson ve Avrupa'nın büyük liglerindeki hoca ağaçlarına yolculuk...",http://www.socratesdergi.com/2015/09/20/hocalarin-hocalari/,http://www.socratesdergi.com/author/socratesdergi/
OYUNBOZAN: TRABZONSPOR ‘90,Sevecen Tunç,"Trabzonspor, 19 Eylül 1990'da Barcelona'yı yenmişti. O tarihi günü tanıklarına sorduk.",http://www.socratesdergi.com/2015/09/19/oyunbozan-trabzonspor-90/,http://www.socratesdergi.com/author/sevecen-tunc/
Şafak 1000!,Socrates,"Dünya, 2018'i bekliyor. O 'kutlu' güne 1000 gün kaldı.",http://www.socratesdergi.com/2015/09/18/safak-1000/,http://www.socratesdergi.com/author/socratesdergi/
Centİlmen Canavarlar,Ozan Can Sülüm,Ragbi Dünya Kupası 18 Eylül'de başlıyor. 'Ne yapıyor bu adamlar?' diyorsanız şöyle buyurun...,http://www.socratesdergi.com/2015/09/18/centilmen-canavarlar-2/,http://www.socratesdergi.com/author/ozancansulum/
HENDRIX’İN GİTTİĞİ GÜN,Onur Erdem,"Gençliğinde iyi bir futbol seyircisi olan Jimi Hendrix, ölümüyle başka bir virtüözün doğumuna vesile oldu.",http://www.socratesdergi.com/2015/09/18/hendrixin-gittigi-gun/,http://www.socratesdergi.com/author/onurerdem/
"Kâbusun Sonu, Rüyaların Başlangıcı",İlhan Özgen,"Fenerbahçe ve ülke futbol tarihinin en önemli galibiyetlerinden birinin üzerinden tam 30 yıl geçti. Bordeaux zaferini, kahramanları anlatıyor.",http://www.socratesdergi.com/2015/09/18/kabusun-sonu-ruyalarin-baslangici/,http://www.socratesdergi.com/author/ilhanozgen/
Chelsea Neden Kötü? Ya da Değil,Kutay Ersöz,Maccabi'ye 4 attıkları son maçı unutun. Chelsea Premier Lig'e sürpriz bir şekilde kötü başladı. Peki neyi yanlış yapıyorlar? Ya da ortada yanlış var mı?,http://www.socratesdergi.com/2015/09/17/chelsea-neden-kotu-ya-da-degil/,http://www.socratesdergi.com/author/kutayersoz/
"SOL TURNİKELERİN HATRINA, ELVEDA…",Onur Erdem,"İzmir basketbolunun simge isimlerinden Erkan Özışıkçıklar bugün hayata veda etti. Bu yazı da tüm eski öğrencileri adına, Erkan Abi için yazıldı.",http://www.socratesdergi.com/2015/09/16/sol-turnikelerin-hatrina-elveda/,http://www.socratesdergi.com/author/onurerdem/
2015-16 Sezonunu Hatırladınız Mı?,Atahan Altınordu,"Aşağıda okuyacaklarınızın bir bölümü yaşandı. Bir bölümü ise henüz yaşanmadı. Ancak bir şeyler değişmezse yaşanacak gibi görünüyor. Galatasaray'ın dünü, bugünü, belki de yarınına bir bakış...",http://www.socratesdergi.com/2015/09/16/2015-16-sezonunu-hatirladiniz-mi/,http://www.socratesdergi.com/author/atahanaltinordu/
Haftanın kazananları,Kutay Ersöz,"Arjantin’de bir derbi daha sona erdi. Hatta iki… Ama en çok konuşulanı yine aynıydı, Boca deplasmanda River’ı 1-0 mağlup etti.",http://www.socratesdergi.com/2015/09/15/haftanin-kazananlari/,http://www.socratesdergi.com/author/kutayersoz/
AVRUPA’NIN İNŞASI,Özgehan Şenyuva,"Şampiyonlar Ligi, yakın Avrupa tarihinin en önemli geleneklerinden biri; kendine ait bir dünya kurup bunu tüm Avrupa'ya dayatabilecek kadar.",http://www.socratesdergi.com/2015/09/15/avrupanin-insasi/,http://www.socratesdergi.com/author/ozgehansenyuva/
Küçük Çocuk,İpek Sezer,"2015 İspanya Bisiklet Turu sonlanırken, bize artık Büyük Turlar arasında daha farklı bir yerde olacağının da mesajını verdi. ",http://www.socratesdergi.com/2015/09/14/kucuk-cocuk/,http://www.socratesdergi.com/author/ipeksezer/
ST. PAULI’NİN DÖNÜŞÜMÜ,Socrates,St. Pauli saha dışında her şeyi doğru yapan bir takım. Ama artık kazanmaya başlamanın zamanı. ,http://www.socratesdergi.com/2015/09/14/st-paulinin-donusumu/,http://www.socratesdergi.com/author/socratesdergi/
Cech’ten şova devam,Socrates,"Bateri sololarını ıskalamayan Petr Cech, Arsenal formasını giydikten sonraki ilk kaydını yolladı.",http://www.socratesdergi.com/2015/09/13/cechten-sova-devam/,http://www.socratesdergi.com/author/socratesdergi/
Rekortmen Golcü,Kutay Ersöz,"Avrupa'da bu hafta rekor kıran tek isim Wayne Rooney değildi! Jake Gosling, kendi ülkesinin tarihine geçti. Ülkenin tarihi biraz kısa ama olsun...",http://www.socratesdergi.com/2015/09/12/rekortmen-golcu/,http://www.socratesdergi.com/author/kutayersoz/
Her Yenilgi Bir Tecrübe,Kutay Ersöz,Bazen yenilginin tarzını değiştirmek de kazanç olabilir. Son dakika golüyle yenilmek küçük bir ülke için benzersiz bir deneyim oldu!,http://www.socratesdergi.com/2015/09/12/her-yenilgi-bir-tecrube/,http://www.socratesdergi.com/author/kutayersoz/
Serena’nın Anlamı,Socrates,"Serena Williams kariyeri boyunca sadece rakiplerle savaşmadı. Onun zaferleri, ırkçılık ve ayrımcılığa da karşıydı.",http://www.socratesdergi.com/2015/09/11/serenanin-anlami/,http://www.socratesdergi.com/author/socratesdergi/
Mayweather’ın Vedası,Yücel Tuğan,Floyd Mayweather kariyerini 49. galibiyetle sonlandırmaya hazırlanıyor. Peki gerçekten son maçı mı olacak?,http://www.socratesdergi.com/2015/09/11/mayweatherin-vedasi/,http://www.socratesdergi.com/author/yuceltugan/
Eğitimsiz Adam İyi Futbolcu Olamaz!,İlhan Özgen,"Libero denince akla gelen ilk isimlerden Fenerbahçeli Alpaslan Eratlı, 'Savunma'nın inceliklerini ve Beckenbauer'i anlattı.",http://www.socratesdergi.com/2015/09/11/egitimsiz-adam-iyi-futbolcu-olamaz/,http://www.socratesdergi.com/author/ilhanozgen/
Akıl Çatışması,Yücel Tuğan,Teniste elit seviyeye çıkmak oldukça fazla fedakarlık gerektiriyor. İşte sporu için hayatını değiştirenler.,http://www.socratesdergi.com/2015/09/09/akil-catismasi/,http://www.socratesdergi.com/author/yuceltugan/
İzlanda’nın Yolu,Socrates,Türkiye'nin de EURO 2016 vizesi aradığı grupta İzlanda fırtınası esiyor. Peki onlar nasıl dünyanın en iyi takımı oldu?,http://www.socratesdergi.com/2015/09/09/izlandanin-yolu/,http://www.socratesdergi.com/author/socratesdergi/
İngiltere’nin yeni kralı,Kutay Ersöz,"Rooney, İsviçre karşısında İngiltere futbol tarihine geçen golünü attı. Yeni kral, Wembley'de taç giydi!",http://www.socratesdergi.com/2015/09/09/ingilterenin-yeni-krali/,http://www.socratesdergi.com/author/kutayersoz/
Dünya Dışı Dünya Kupaları,Elif Sözen,"Elif Sözen, FIFA'nın himayesi dışında kalan özerk bölgeler, adalar ve kolonilerle yapılan uluslararası futbol turnuvalarını yazdı.",http://www.socratesdergi.com/2015/09/09/dunya-disi-dunya-kupalari/,http://www.socratesdergi.com/author/elifsozen/
RAKOCEVIC: SAVAŞ VARKEN…,Uğur Ozan Sulak,"Sırbistan Basketbol Federasyonu’nda asbaşkanlık görevini sürdüren Igor Rakocevic, Türkiye maçı öncesinde Socrates’e konuştu. ",http://www.socratesdergi.com/2015/09/09/savas-varken-cikip-oynamak-kolay-mi/,http://www.socratesdergi.com/author/ugurozansulak/
“LİDERLİĞE HAZIRLANIYORUM”,Socrates,"Ersan İlyasova, yeni görevini üstleneceği EuroBasket 2015 öncesi Socrates'e konuşmuştu.",http://www.socratesdergi.com/2015/09/09/liderlige-hazirlaniyorum/,http://www.socratesdergi.com/author/socratesdergi/
FLEMING’İN YOLU,Socrates,"Chris Fleming bir sabah bunaltıcı düşlerden uyandığında kararını verdi. Hayır, aslında öyle olmadı. ",http://www.socratesdergi.com/2015/09/08/flemingin-yolu/,http://www.socratesdergi.com/author/socratesdergi/
Unutulan Galibiyet,Kutay Ersöz,"Türkiye, Hollanda'yı yenerek büyük maç kazanmayı hatırladı. Son 17 senede Avrupa'nın devlerine karşı oynadığı maçlarda istediği sonuçları alamamıştı.",http://www.socratesdergi.com/2015/09/08/unutulan-galibiyet/,http://www.socratesdergi.com/author/kutayersoz/
Öncü ‘Pitbull’: Murat Kazgan,Orkun YEŞİM,"Karma dövüş sanatları (MMA) Türkiye'de günden güne gelişmeye ve daha çok ilgi çekmeye devam ederken, bu sporun Türkiye'deki öncüsü Murat Kazgan'a mercek tutuyoruz...",http://www.socratesdergi.com/2015/09/07/oncu-pitbull-murat-kazgan/,http://www.socratesdergi.com/author/orkunyesim/
Ders Başladı,Kutay Ersöz,"Avrupa milli maçların heyecanına kapılmışken, okyanusun karşısında Didier Drogba hat-trick yaptı.",http://www.socratesdergi.com/2015/09/06/ders-basladi/,http://www.socratesdergi.com/author/kutayersoz/
PIANIGIANI: ERGİN BİR CANAVAR,Socrates,"Türkiye, EuroBasket 2015'e İtalya'yı 89-87 yenerek başladı. Maviler'in koçu Simone Pianigiani, maç öncesinde Ergin Ataman'dan çekinmeleri gerektiğini belirtmişti. ",http://www.socratesdergi.com/2015/09/05/pianigiani-ergin-bir-canavar/,http://www.socratesdergi.com/author/socratesdergi/
Altı Tarihi Gol,Kutay Ersöz,"A Milli Takım Letonya karşısında iki puan bıraktı ama 700. golünü attı. Diğer 699 golü hatırlamak uzun sürebilir, satır başlarıyla geçmişe uzanıyoruz!",http://www.socratesdergi.com/2015/09/05/alti-tarihi-gol/,http://www.socratesdergi.com/author/kutayersoz/
2. Lig’i izlemek için 8 neden,Kutay Ersöz,Spor Toto 2.Lig hafta sonu başlıyor. Üst taraftaki iki ligin gölgesinde kalsa da; yukarının karmaşasından sıkılanlar için bu gölge serinlik veriyor.,http://www.socratesdergi.com/2015/09/03/2-ligi-izlemek-icin-8-neden/,http://www.socratesdergi.com/author/kutayersoz/
Endişenin Gölgesinde,Socrates,Mardy Fish Amerika Açık’ta kariyerinin son maçına çıktı. Peki kortlarda olmadığı üç yıl boyunca başından neler geçmişti?,http://www.socratesdergi.com/2015/09/03/endisenin-golgesinde/,http://www.socratesdergi.com/author/socratesdergi/
Kurulan Hayaller,Kutay Ersöz,"Dünya tüm hızıyla değişiyor olabilir ama alışkanlıklar değişmiyor. Sadece şekil değiştiriyor. Bir zamanların transfer hayalleri, artık basından değil taraftardan çıkıyor.",http://www.socratesdergi.com/2015/09/02/kurulan-hayaller/,http://www.socratesdergi.com/author/kutayersoz/
4’ün Baskısı,Socrates,"Serena Williams tarih yazmanın eşiğinde. Bu başarının çok da geniş olmayan tarihi, asla vazgeçmeyenler tarafından yazılmıştı.",http://www.socratesdergi.com/2015/09/02/4un-baskisi/,http://www.socratesdergi.com/author/socratesdergi/
Geleceğe Tırmanmak,Emre Gürkaynak,"İspanya Turu’nda beklenen güne geldik. Sahne artık, efsane hâline gelen 11. etabın. ",http://www.socratesdergi.com/2015/09/02/gelecege-tirmanmak/,http://www.socratesdergi.com/author/emregurkaynak/
Duyguların Esiri,Kutay Ersöz,"Moussa Sow, Fenerbahçe’ye duygusal görüntülerle veda etti. Normaldi; çünkü Senegalli sahada attığı gollerin etkisi altında kalmadan bir bağ kurmayı başarmıştı.",http://www.socratesdergi.com/2015/09/01/duygularin-esiri/,http://www.socratesdergi.com/author/kutayersoz/
SON PERDE,Socrates,Tenis sezonunun son Grand Slam'i Amerika Açık başladı. Ali Kırçıl ve Şevket Furkan Erbay'a tahminlerini sorduk...,http://www.socratesdergi.com/2015/08/31/son-perde/,http://www.socratesdergi.com/author/socratesdergi/
Unutulmaz New York Manzaraları,Socrates,Sezonun son Grand Slam’i yolda. Amerika Açık’ın köklü geçmişindeki unutulmaz maçlara bakıyoruz.,http://www.socratesdergi.com/2015/08/31/unutulmaz-new-york-manzaralari/,http://www.socratesdergi.com/author/socratesdergi/
Basketbol Taciri,Socrates,"Düşük profilli Amerikalı basketbolcuları, spot ışıkları altında olmayan dünya liglerine pazarlayan Jon Solomon'ın hikayesi...",http://www.socratesdergi.com/2015/08/28/basketbol-taciri/,http://www.socratesdergi.com/author/socratesdergi/
İngiliz İşi,Kutay Ersöz,"Brugge ağlarına üç gol bırakan Wayne Rooney, Şampiyonlar Ligi kariyerine hat-trick ile başlamıştı. Onun gibi beş İngiliz daha, devler arenasında üçlemişti.",http://www.socratesdergi.com/2015/08/27/ingiliz-isi/,http://www.socratesdergi.com/author/kutayersoz/
Karmaşık Sembol,Socrates,"Bnei Sakhnin’in, bir Arap futbol takımı olarak, İsrail futbolunun tepesine olan yolculuğu...",http://www.socratesdergi.com/2015/08/27/karmasik-sembol/,http://www.socratesdergi.com/author/socratesdergi/
Otoparkta Bıraktım Gözyaşlarını,Fatih Demireli,"Marko Marin, savaştan kaçan bir ailenin çocuğu. Hayat şartları onu ve ailesini ne kadar zorlasa da, o en tepeye çıkmasını bildi. Annesi, babası, Birgit Teyze'si ve bir tencere sarmanın desteği ile...",http://www.socratesdergi.com/2015/08/27/otoparkta-biraktim-gozyaslarini/,http://www.socratesdergi.com/author/fatihdemireli/
Kadın Futbolunun Feminizmle Ne İlgisi Var?,Denzi Deng,"İnsanlara ""Dünya Kupası'na gittim"" dediğimde çoğu, ""Bu yıl dünya kupası mı vardı?"" diye sordu. Vardı, ama erkekler değil kadınlar oynuyordu.",http://www.socratesdergi.com/2015/08/27/kadin-futbolunun-feminizmle-ne-ilgisi-var/,http://www.socratesdergi.com/author/denzideng/
Carlos’un en güzel golleri,Socrates,"Socrates'in Temmuz sayısına konuşan Roberto Carlos, en güzel gollerini de sıraladı.",http://www.socratesdergi.com/2015/08/26/carlosun-en-guzel-golleri/,http://www.socratesdergi.com/author/socratesdergi/
Farklı Kıta Aynı Duygu,Kutay Ersöz,Drogba'nın Kuzey Amerika'daki ilk maçı kıtayı heyecanlandırdı. Bazı hareketleri ise özellikle Galatasaraylılar için oldukça tanıdıktı.,http://www.socratesdergi.com/2015/08/26/farkli-kita-ayni-duygu/,http://www.socratesdergi.com/author/kutayersoz/
Ne Eksik Ne Fazla,İNAN ÖZDEMİR,Peter Sagan yeni başlayan İspanya Bisiklet Turu'nun da gündeminde. Peki onu bu kadar farklı yapan şey ne?,http://www.socratesdergi.com/2015/08/26/ne-eksik-ne-fazla/,http://www.socratesdergi.com/author/inanozdemir/
Evden Uzakta,Müthiş Can Ölçer,Huthyfa Zahra'nın çalkantılarla geçen hayatının en son durağı İstanbul.  Şimdi burada kendine ve ailesine yeni bir hayat kurmaya çalışıyor.,http://www.socratesdergi.com/2015/08/25/evden-uzakta/,http://www.socratesdergi.com/author/muthiscan/
Aile Takımı,Kutay Ersöz,Dünyanın üst düzey takımları arasında Barcelona'nın ayrıldığı bir nokta var.,http://www.socratesdergi.com/2015/08/25/aile-takimi/,http://www.socratesdergi.com/author/kutayersoz/
Futbol Bir Yutturmacadır!,Socrates,"Üç yıl önce aramızdan ayrılan Metin Kurt'un, Hayat Spor'un 6 Nisan 1977 tarihli sayısında yayımlanan söyleşisiyle anıyoruz.",http://www.socratesdergi.com/2015/08/24/futbol-bir-yutturmacadir/,http://www.socratesdergi.com/author/socratesdergi/
Güneş de Doğar,Ata Atay,"2015 İspanya Bisiklet Turu başlıyor. Favoriler kim, parkur nasıl?",http://www.socratesdergi.com/2015/08/22/gunes-de-dogar/,http://www.socratesdergi.com/author/ataatay/
Sosyal Deney,Kutay Ersöz,Trabzonspor'un kaosu kendi sınırlarını bile zorlayacak noktaya geldi. Aynı anda kenarda Şota Arveladze gibi biri oturunca ortaya çok ilginç bir manzara çıkıyor.,http://www.socratesdergi.com/2015/08/22/sosyal-deney/,http://www.socratesdergi.com/author/kutayersoz/
"F1, Türkiye’den Neden Gitti?",Socrates,Formula 1 Türkiye Grand Prix'si neden sona erdi? Bu sorunun yanıtını F1'in patronu Bernie Ecclestone'a sorduk...,http://www.socratesdergi.com/2015/08/21/f1-turkiyeden-neden-gitti/,http://www.socratesdergi.com/author/socratesdergi/
Rüzgâr gibi geçti,Atahan Altınordu,"F1, Ağustos 2005'te 110 bin kişinin şahitliğinde Türkiye'nin en kalabalık spor organizasyonu olarak İstanbul Park'ta koşuldu. Son yarış yapılırken, muhtemelen ülke genelinde 110 bin kişinin haberi yoktu. Nasıl başladı, neler yaşandı, neden bitti, yine gelir mi? Hikâyenin kahramanlarına sorduk...",http://www.socratesdergi.com/hic-unutmam/f1-turkiye-gp/,http://www.socratesdergi.com/author/atahanaltinordu/
Piyango,Kutay Ersöz,Pedro'nun transferinin asıl kazananı ne oyuncuyu kadrosuna katan Chelsea ne de kasasına para koyan Barcelona oldu. Fillerin savaşında bu sefer bir bir alt lig takımının kaderi değişti.,http://www.socratesdergi.com/2015/08/21/piyango/,http://www.socratesdergi.com/author/kutayersoz/
Saygı Belgeseli,Kutay Ersöz,"Dirk Kuyt, Feyenoord'a geri döndü. O günden beri efsane isme gösterilen saygı sınırları zorluyor!",http://www.socratesdergi.com/2015/08/19/saygi-belgeseli/,http://www.socratesdergi.com/author/kutayersoz/
KENDİ SİHRİNİN PEŞİNDE,Aras YETİŞ,"Amerika Açık yolunda hazırlıklar, mücadeleler devam ediyor. Ancak tarih, bu hafta Cincinnati’de yazılabilir. ",http://www.socratesdergi.com/2015/08/19/kendi-sihrinin-pesinde/,http://www.socratesdergi.com/author/arasyetis/
300 Maç,Kutay Ersöz,"Volkan Demirel, Süper Lig'de 300. kez sahaya çıktı. Hem tartışılan hem de zirvede olan Volkan'ı 300 maç arasından seçtiklerimizle analiz etmeye çalıştık.",http://www.socratesdergi.com/2015/08/17/300-mac/,http://www.socratesdergi.com/author/kutayersoz/
Adalet’in Arjantinlisi,İlhan Özgen,"1950’lerin transfer şampiyonu Adalet Futbol Takımı, yerli yıldızlarla yetinmemiş, bir de Arjantinli santrforu misafir etmişti.",http://www.socratesdergi.com/2015/08/17/adaletin-arjantinlisi/,http://www.socratesdergi.com/author/ilhanozgen/
Akıllı Stadyum Dedikleri,Fevzi Keçeci,Akıllı stadyumlara ihtiyaç var mı? Ya da Türkiye'de stadyumların öncelikli ihtiyacı internet mi? Fevzi Keçeci değerlendirdi...,http://www.socratesdergi.com/2015/08/17/akilli-stadyum-dedikleri/,http://www.socratesdergi.com/author/fevzikececi/
"Baba, Seni Affettim",Fatih Demireli,"Franz Beckenbauer, oğlunun ölümüyle bir anda kendini hayatı boyunca hep kazanıp ilk kez kaybeden adamın hikâyesinde buldu. Bir baba-oğul hikâyesi...",http://www.socratesdergi.com/2015/08/15/baba-seni-affettim/,http://www.socratesdergi.com/author/fatihdemireli/
Harting’e Çağrı,Socrates,"Uluslararası Atletizm Federasyonu'nu (IAAF) doping konusunda sertçe eleştiren Robert Harting'e yetkililerden ""konuşalım"" çağrısı...",http://www.socratesdergi.com/2015/08/15/hartinge-cagri/,http://www.socratesdergi.com/author/socratesdergi/
Yeni Sezondan Haber Ver,Socrates,"Yeni sezon öncesi analizler havada uçuşuyor. Kim şampiyon olur, kim düşer, gol kralı kim olur? Peki oyunun aktörleri yeni sezondan neler bekliyor, neler umuyor. Socrates sordu, onlar cevapladı...",http://www.socratesdergi.com/2015/08/14/yeni-sezondan-haber-ver/,http://www.socratesdergi.com/author/socratesdergi/
Mourinho’nun öfkesi,Güner Çalış,Jose Mourinho her zamankinden daha öfkeli. Peki neden? Güner Çalış yazdı. ,http://www.socratesdergi.com/2015/08/14/mourinhonun-ofkesi/,http://www.socratesdergi.com/author/gunercalis/
“Tüm Ödüllerimi Geri Veririm”,Socrates,"Britanyalı grup Kasabian birçok ödüle sahip. Ancak Leicester City’yi maçlardan önce coşturabilmek, şehrin çocukları için daha değerli.",http://www.socratesdergi.com/2015/08/14/tum-odullerimi-geri-veririm/,http://www.socratesdergi.com/author/socratesdergi/
BU SICAKTA İYİ FUTBOL BEKLEMEK…,Can Önduygu,Aslında en doğal hakkımızmış. İsterseniz Tiflis'te Süper Kupa finalini çıplak gözle izleyen 50 bin kişiye sorun.,http://www.socratesdergi.com/2015/08/13/bu-sicakta-iyi-futbol-beklemek/,http://www.socratesdergi.com/author/canonduygu/
Jose’nin Faulü,Socrates,"Jose Mourinho’nun, kulüp doktoru Eva Carneiro hakkında söyledikleri olay yarattı. Tabii eleştiriler sadece sözde de kalmayacaktı...",http://www.socratesdergi.com/2015/08/13/josenin-faulu/,http://www.socratesdergi.com/author/socratesdergi/
ŞEHİR STATLARININ MEŞUM SONU,Sevecen Tunç,"Çorum’da Dr. Turhan Kılıçcıoğlu Stadı ve çevresindeki spor tesisleri yıkılarak yerine konut ve alışveriş merkezi inşa edilecek. Alsancak kadar tanıdık, Cebeci gibi bir hazin hikaye...",http://www.socratesdergi.com/2015/08/13/sehir-statlarinin-mesum-sonu/,http://www.socratesdergi.com/author/sevecen-tunc/
79 Yıl Sonra Berlin’de Olimpiyat,Yakir Mizrahi,İkinci Dünya Savaşı'nın bitiminden 70 yıl sonra Avrupa Yahudi Olimpiyat Oyunları Berlin'de yapıldı. Nazilerin 1936 Olimpiyat Oyunları için inşa ettiği Berlin Olimpiyat Stadyumu ve diğer tesisler geçtiğimiz hafta bu tarihi anlara tanıklık etti. ,http://www.socratesdergi.com/2015/08/13/79-yil-sonra-berlinde-olimpiyat/,http://www.socratesdergi.com/author/yahirmizrahi/
Süleyman Seba Gitti,Socrates,"Süleyman Seba'nın başkanlıktan ayrılışı sonrası, İslam Çupi'den taraftara bir sitem...",http://www.socratesdergi.com/2015/08/13/suleyman-seba-gitti/,http://www.socratesdergi.com/author/socratesdergi/
Alsancak Tarihtir,Socrates,Alsancak Stadı için yıkım çalışmaları bu yaz resmen başladı. Futbolseverler endişeyle gelişmeleri bekliyor. Aynı zamanda tepkilerini ortaya koyacak alanlar yaratıyor.,http://www.socratesdergi.com/2015/08/12/alsancak-tarihtir/,http://www.socratesdergi.com/author/socratesdergi/
Pardon! Kadınmışsınız?,Socrates,"Chand Dutee, kadın sporculara yönelik “hiperandrojenizm” politikasından dolayı yarışmalardan men edilmişti. Peki daha sonra ne oldu?",http://www.socratesdergi.com/2015/08/12/pardon-kadinmissiniz/,http://www.socratesdergi.com/author/socratesdergi/
ALT TARAFIN TRANSFERLERİ,Kutay Ersöz,PTT 1.Lig hafta sonu başlıyor. Transfer dönemi ise ligin heyecanını aratmadı. İşte yazın öne çıkan 10 transfer hamlesi...,http://www.socratesdergi.com/2015/08/11/alt-tarafin-transferleri/,http://www.socratesdergi.com/author/kutayersoz/
Yaşlı Usta ve Genç Adam,Müthiş Can Ölçer,En büyük ödül alanında rekor kıran e-spor turnuvası The International bitti. Mücadelenin en genç ve en yaşlı oyuncuları ise parlayan yıldızlardı. ,http://www.socratesdergi.com/2015/08/11/yasli-usta-ve-genc-adam/,http://www.socratesdergi.com/author/muthiscan/
En Büyükten Bir Hatıra,Socrates,"Bundan tam 57 yıl önce, 11 Ağustos 1958’de, Real Madrid’e imza atarak Avrupa futbolunun seyrini değiştiren Ferenc Puskas’ın Macaristan’dan İspanya’ya uzanan hikâyesini usta kalem İslam Çupi yazmıştı.",http://www.socratesdergi.com/2015/08/11/en-buyukten-bir-hatira/,http://www.socratesdergi.com/author/socratesdergi/
Premier Lig’in İlk Haftasından Notlar,Socrates,"The Guardian, Premier Lig'in ilk haftasından geriye kalanları on başlıkta derledi.",http://www.socratesdergi.com/2015/08/11/premier-ligin-ilk-haftasindan-notlar/,http://www.socratesdergi.com/author/socratesdergi/
Sessiz Sokaklar,Can Önduygu,"Avrupa Gençlik Olimpiyatı’nın altından kalkıp Süper Kupa’yı bekleyen Tiflis’te, sokakların maçtan pek haberi yok.",http://www.socratesdergi.com/2015/08/10/sessiz-sokaklar/,http://www.socratesdergi.com/author/canonduygu/
Kaleden Uzaklaşmak,Ozan Can Sülüm,"Marcelo Bielsa Marsilya'ya çok tatlı futbol oynatıp, PSG ve Katar yatırımlarını yıkacak, güzel futbol yine kazanacaktı. Ama işler farklı. Artık öyle olmuyor. ",http://www.socratesdergi.com/2015/08/10/kaleden-uzaklasmak/,http://www.socratesdergi.com/author/ozancansulum/
1’DEN SONRAKİLER,Sevecen Tunç,Vakur bilgeliği ve birikimiyle futbol dünyamızın saygı uyandıran isimlerinden Şenol Güneş’in gayriresmi portresi.,http://www.socratesdergi.com/2015/08/10/1den-sonrakiler/,http://www.socratesdergi.com/author/sevecen-tunc/
Bir “denge” ürünü,Kutay Ersöz,"Galatasaray taraftarı, elindeki kaynakları kullanmaya çalışan teknik heyetini eleştirmeye devam ederken, Yasin Öztekin kulübün kazandığı bir kupanın daha mimarı oldu.",http://www.socratesdergi.com/2015/08/09/bir-denge-urunu/,http://www.socratesdergi.com/author/kutayersoz/
Yeni Bir Heyecan,Müthiş Can Ölçer,Çığ gibi büyüyen ödül havuzu ve ilgiyle e-spor'un en zengin turnuvası The International'da final zamanına geldik.,http://www.socratesdergi.com/2015/08/08/yeni-bir-heyecan/,http://www.socratesdergi.com/author/muthiscan/
Yeni Dünya’nın kupası,Kutay Ersöz,"Süper Kupa, sportif amaçlar barındıran bir unvan maçı mı yoksa yurtta ve cihanda yer alan 'futbol ailesi'nin işine gelen tek maçlık bir gelir kalemi mi?",http://www.socratesdergi.com/2015/08/08/yeni-dunyanin-kupasi/,http://www.socratesdergi.com/author/kutayersoz/
BRITPOP ASLA SADECE BRITPOP DEĞİLDİR,ÇETİN CEM YILMAZ,"Büyük Britanya’nın büyük rekabetleri vardır:  Arsenal-Tottenham, Celtic-Rangers, West Ham-Millwall… Bir de Blur ile Oasis.",http://www.socratesdergi.com/2015/08/08/britpop-asla-sadece-britpop-degildir/,http://www.socratesdergi.com/author/cetin-cem/
Yeniden zirvede,Kutay Ersöz,"River Plate altı senedir Libertadores'e katılamıyordu, dört sene önce ikinci ligdeydi. Şimdi ise 39 yaşındaki teknik direktörüyle kıtanın zirvesinde...",http://www.socratesdergi.com/2015/08/07/yeniden-zirvede/,http://www.socratesdergi.com/author/kutayersoz/
Mutlak Hakimiyet,Socrates,"Tenis tarihinin en büyüğü Roger Federer mi, yoksa Serena Williams mı? Belki ikisi de değildir...",http://www.socratesdergi.com/2015/08/07/dominasyon/,http://www.socratesdergi.com/author/socratesdergi/
Kapak,Atahan Altınordu,"Galatasaray'ın Inter ile oynadığı hazırlık maçında Fenerbahçe'ye yaptığı dört yıldız göndermesi, tişört oldu. Ancak küçük bir farkla...",http://www.socratesdergi.com/2015/08/06/kapak/,http://www.socratesdergi.com/author/atahanaltinordu/
ŞAMPİYONLAR DA YARALANIR,Müthiş Can Ölçer,Son Gazi Koşusu’nun şampiyonu Renk'in yarış hayatı sona erdi. Geriye ise filmi çekilse gişe rekortmeni olabilecek bir hikâye kaldı.,http://www.socratesdergi.com/2015/08/06/sampiyonlar-da-yaralanir/,http://www.socratesdergi.com/author/muthiscan/
Fenerbahçe’nin Teknik Direktörü Olmak,Tuncay Yavuz,Fenerbahçe'nin kurallarını bir türlü koyamadığı teknik direktörlük görevi ne anlam ifade ediyor? Tuncay Yavuz bu sorunun cevabını aradı. ,http://www.socratesdergi.com/2015/08/06/fenerbahcenin-teknik-direktoru-olmak/,http://www.socratesdergi.com/author/tuncayyavuz/
Son 365 gün,Socrates,2016 Olimpiyat Oyunları'na tam bir sene kaldı. Sporseverler geri sayıma geçti...,http://www.socratesdergi.com/2015/08/05/son-365-gun/,http://www.socratesdergi.com/author/socratesdergi/
Donetsk’in Evlatları,Socrates,Shakhtar Donetsk uzun yıllardır Doğu Avrupa’nın en büyük futbol güçlerinden. Ülkedeki karışıklıklar bile onları yollarından çeviremiyor. ,http://www.socratesdergi.com/2015/08/05/donetskin-evlatlari/,http://www.socratesdergi.com/author/socratesdergi/
